SourceFile,FocusLocation,FocusDistance2,HyperfocalDistance
DSC09062.JPG,7008 3944 3504 1972,60.35 m,58.24 m
DSC09067.JPG,7008 3944 3504 1972,71.75 m,58.24 m
DSC09071.JPG,7008 3944 3504 1972,71.75 m,58.24 m
DSC09076.JPG,7008 3944 3504 1972,101.44 m,58.24 m
DSC09077.JPG,7008 3944 3504 1972,101.44 m,58.24 m
DSC09078.JPG,7008 3944 3504 1972,101.44 m,58.24 m
DSC09079.JPG,7008 3944 3504 1972,71.75 m,58.24 m
DSC09080.JPG,7008 3944 3504 1972,78.24 m,58.24 m
DSC09081.JPG,7008 3944 3504 1972,78.24 m,58.24 m
DSC09092.JPG,7008 3944 3504 1972,71.75 m,58.24 m
DSC09093.JPG,7008 3944 3504 1972,71.75 m,58.24 m
DSC09095.JPG,7008 3944 3504 1972,74.92 m,58.24 m
DSC09096.JPG,7008 3944 3504 1972,74.92 m,58.24 m
DSC09100.JPG,7008 3944 3504 1972,71.75 m,58.24 m
DSC09101.JPG,7008 3944 3504 1972,71.75 m,58.24 m
DSC09109.JPG,7008 3944 3504 1972,78.24 m,58.24 m
DSC09110.JPG,7008 3944 3504 1972,78.24 m,58.24 m
DSC09111.JPG,7008 3944 3504 1972,78.24 m,58.24 m
DSC09113.JPG,7008 3944 3504 1972,74.92 m,58.24 m
DSC09116.JPG,7008 3944 3504 1972,74.92 m,58.24 m
DSC09119.JPG,7008 3944 3504 1972,71.75 m,58.24 m
DSC09120.JPG,7008 3944 3504 1972,71.75 m,58.24 m
DSC09122.JPG,7008 3944 3504 1972,71.75 m,58.24 m
DSC09134.JPG,7008 3944 3504 1972,78.24 m,58.24 m
DSC09138.JPG,7008 3944 3504 1972,78.24 m,58.24 m
DSC09139.JPG,7008 3944 3504 1972,71.75 m,58.24 m
DSC09140.JPG,7008 3944 3504 1972,74.92 m,58.24 m
DSC09143.JPG,7008 3944 3504 1972,93.03 m,58.24 m
DSC09150.JPG,7008 3944 3504 1972,65.80 m,58.24 m
DSC09152.JPG,7008 3944 3504 1972,89.09 m,58.24 m
DSC09153.JPG,7008 3944 3504 1972,89.09 m,58.24 m
DSC09156.JPG,7008 3944 3504 1972,50.76 m,58.24 m
